0.483124E+01 0.640932E+04
0.603348E+01 0.433400E+04
0.753491E+01 0.292336E+04
0.940996E+01 0.196735E+04
0.117516E+02 0.132118E+04
0.146760E+02 0.885495E+03
0.183281E+02 0.592401E+03
0.228890E+02 0.395639E+03
0.285849E+02 0.263801E+03
0.356983E+02 0.175620E+03
0.445817E+02 0.116736E+03
0.556759E+02 0.774761E+02
0.695307E+02 0.513363E+02
0.868334E+02 0.339550E+02
0.108442E+03 0.224117E+02
0.135427E+03 0.147546E+02
0.169128E+03 0.968124E+01
0.211216E+03 0.632437E+01
0.263777E+03 0.410727E+01
0.329417E+03 0.264726E+01
0.411392E+03 0.169084E+01
0.513767E+03 0.106993E+01
0.641617E+03 0.672207E+00
0.801282E+03 0.421194E+00
0.100068E+04 0.264100E+00
